0,Date,Product_ID,Demand,Inventory
151,30-10-1982,P1,87,2053
152,31-10-1982,P1,99,1892
153,01-11-1982,P1,94,1738
154,02-11-1982,P1,68,1560
155,03-11-1982,P1,75,1488
156,04-11-1982,P1,69,1386
157,05-11-1982,P1,89,1314
158,06-11-1982,P1,66,1186
159,07-11-1982,P1,78,1018
160,08-11-1982,P1,80,860
161,09-11-1982,P1,69,774
162,10-11-1982,P1,84,660
163,11-11-1982,P1,95,575
164,12-11-1982,P1,80,468
165,13-11-1982,P1,62,353
166,14-11-1982,P1,57,197
167,15-11-1982,P1,74,45
168,16-11-1982,P1,80,0
169,17-11-1982,P1,81,0
170,18-11-1982,P1,65,0
171,19-11-1982,P1,100,0
172,20-11-1982,P1,74,0
173,21-11-1982,P1,65,0
174,22-11-1982,P1,65,0
175,23-11-1982,P1,65,0
176,24-11-1982,P1,78,5500
177,25-11-1982,P1,75,5422
178,26-11-1982,P1,77,5374
179,27-11-1982,P1,57,5231
180,28-11-1982,P1,77,5079
181,29-11-1982,P1,81,4968
182,30-11-1982,P1,82,4766
183,01-12-1982,P1,70,4695
184,02-12-1982,P1,65,4612
185,03-12-1982,P1,89,4564
186,04-12-1982,P1,79,4404
187,05-12-1982,P1,90,4246
188,06-12-1982,P1,87,4109
189,07-12-1982,P1,73,3977
190,08-12-1982,P1,73,3793
191,09-12-1982,P1,68,3658
192,10-12-1982,P1,88,3543
193,11-12-1982,P1,65,3456
194,12-12-1982,P1,100,3289
195,13-12-1982,P1,97,3058
196,14-12-1982,P1,82,2936
197,15-12-1982,P1,90,2808
198,16-12-1982,P1,86,2693
199,17-12-1982,P1,79,2589
200,18-12-1982,P1,81,2540
201,19-12-1982,P1,87,2469
202,20-12-1982,P1,60,2411
203,21-12-1982,P1,95,2345
204,22-12-1982,P1,55,2227
205,23-12-1982,P1,63,2132
206,24-12-1982,P1,74,2068
207,25-12-1982,P1,87,1905
208,26-12-1982,P1,50,1750
209,27-12-1982,P1,69,1604
210,28-12-1982,P1,78,1487
211,29-12-1982,P1,57,1383
212,30-12-1982,P1,59,1326
213,31-12-1982,P1,82,1216
214,01-01-1983,P1,51,1002
215,02-01-1983,P1,61,887
216,03-01-1983,P1,73,793
217,04-01-1983,P1,81,656
218,05-01-1983,P1,85,578
219,06-01-1983,P1,82,478
220,07-01-1983,P1,79,351
221,08-01-1983,P1,82,180
222,09-01-1983,P1,90,20
223,10-01-1983,P1,88,0
224,11-01-1983,P1,81,0
225,12-01-1983,P1,98,0
226,13-01-1983,P1,65,0
227,14-01-1983,P1,63,0
228,15-01-1983,P1,52,0
229,16-01-1983,P1,100,0
230,17-01-1983,P1,86,0
231,18-01-1983,P1,64,5500
232,19-01-1983,P1,84,5436
233,20-01-1983,P1,95,5365
234,21-01-1983,P1,99,5213
235,22-01-1983,P1,78,5037
236,23-01-1983,P1,83,4967
237,24-01-1983,P1,94,4764
238,25-01-1983,P1,88,4683
239,26-01-1983,P1,61,4594
240,27-01-1983,P1,75,4568
241,28-01-1983,P1,60,4418
242,29-01-1983,P1,90,4265
243,30-01-1983,P1,72,4109
244,31-01-1983,P1,61,3992
245,01-02-1983,P1,63,3805
246,02-02-1983,P1,95,3668
247,03-02-1983,P1,83,3516
248,04-02-1983,P1,75,3461
249,05-02-1983,P1,62,3279
250,06-02-1983,P1,61,3096
251,07-02-1983,P1,92,2972
252,08-02-1983,P1,79,2798
253,09-02-1983,P1,75,2704
254,10-02-1983,P1,71,2600
255,11-02-1983,P1,99,2548
256,12-02-1983,P1,66,2451
257,13-02-1983,P1,58,2432
258,14-02-1983,P1,51,2347
259,15-02-1983,P1,68,2271
260,16-02-1983,P1,98,2119
261,17-02-1983,P1,50,2033
262,18-02-1983,P1,63,1929
263,19-02-1983,P1,97,1774
264,20-02-1983,P1,78,1557
265,21-02-1983,P1,96,1478
266,22-02-1983,P1,53,1365
267,23-02-1983,P1,82,1330
268,24-02-1983,P1,62,1193
269,25-02-1983,P1,76,1022
270,26-02-1983,P1,78,862
271,27-02-1983,P1,59,776
272,28-02-1983,P1,70,670
273,01-03-1983,P1,62,589
274,02-03-1983,P1,95,501
275,03-03-1983,P1,99,338
276,04-03-1983,P1,70,160
277,05-03-1983,P1,50,32
278,06-03-1983,P1,66,0
279,07-03-1983,P1,62,0
280,08-03-1983,P1,86,0
281,09-03-1983,P1,59,5500
282,10-03-1983,P1,90,5441
283,11-03-1983,P1,60,5359
284,12-03-1983,P1,91,5248
285,13-03-1983,P1,65,5045
286,14-03-1983,P1,73,4980
287,15-03-1983,P1,64,4774
288,16-03-1983,P1,67,4713
289,17-03-1983,P1,74,4615
290,18-03-1983,P1,73,4555
291,19-03-1983,P1,83,4420
292,20-03-1983,P1,82,4242
293,21-03-1983,P1,59,4117
294,22-03-1983,P1,54,4005
295,23-03-1983,P1,86,3812
296,24-03-1983,P1,96,3645
297,25-03-1983,P1,61,3515
298,26-03-1983,P1,58,3483
299,27-03-1983,P1,59,3296
300,28-03-1983,P1,79,3099
301,29-03-1983,P1,80,2954
302,30-03-1983,P1,91,2810
303,31-03-1983,P1,75,2692
304,01-04-1983,P1,58,2600
305,02-04-1983,P1,58,2561
306,03-04-1983,P1,77,2492
307,04-04-1983,P1,78,2421
308,05-04-1983,P1,67,2327
309,06-04-1983,P1,68,2255
310,07-04-1983,P1,98,2119
311,08-04-1983,P1,85,2033
312,09-04-1983,P1,51,1894
313,10-04-1983,P1,85,1786
314,11-04-1983,P1,75,1569
315,12-04-1983,P1,93,1481
316,13-04-1983,P1,52,1368
317,14-04-1983,P1,90,1331
318,15-04-1983,P1,83,1185
319,16-04-1983,P1,54,1001
320,17-04-1983,P1,76,884
321,18-04-1983,P1,80,778
322,19-04-1983,P1,100,649
323,20-04-1983,P1,80,559
324,21-04-1983,P1,64,483
325,22-04-1983,P1,65,369
326,23-04-1983,P1,80,194
327,24-04-1983,P1,94,22
328,25-04-1983,P1,56,0
329,26-04-1983,P1,95,0
330,27-04-1983,P1,63,0
331,28-04-1983,P1,63,0
332,29-04-1983,P1,79,5500
333,30-04-1983,P1,86,5421
334,01-05-1983,P1,83,5363
335,02-05-1983,P1,61,5225
336,03-05-1983,P1,84,5075
337,04-05-1983,P1,66,4961
338,05-05-1983,P1,100,4781
339,06-05-1983,P1,91,4677
340,07-05-1983,P1,55,4591
341,08-05-1983,P1,76,4574
342,09-05-1983,P1,68,4417
343,10-05-1983,P1,73,4257
344,11-05-1983,P1,76,4126
345,12-05-1983,P1,98,3988
346,13-05-1983,P1,76,3768
347,14-05-1983,P1,68,3655
348,15-05-1983,P1,64,3543
349,16-05-1983,P1,88,3480
350,17-05-1983,P1,74,3266
351,18-05-1983,P1,70,3084
352,19-05-1983,P1,89,2963
353,20-05-1983,P1,73,2801
354,21-05-1983,P1,92,2710
355,22-05-1983,P1,68,2583
356,23-05-1983,P1,62,2551
357,24-05-1983,P1,97,2488
358,25-05-1983,P1,68,2401
359,26-05-1983,P1,65,2337
360,27-05-1983,P1,69,2257
361,28-05-1983,P1,92,2118
362,29-05-1983,P1,53,2039
363,30-05-1983,P1,76,1926
364,31-05-1983,P1,98,1761
365,01-06-1983,P1,76,1556
366,02-06-1983,P1,78,1480
367,03-06-1983,P1,95,1383
368,04-06-1983,P1,50,1288
369,05-06-1983,P1,54,1225
370,06-06-1983,P1,79,1030
371,07-06-1983,P1,65,859
372,08-06-1983,P1,64,789
373,09-06-1983,P1,93,665
374,10-06-1983,P1,53,566
375,11-06-1983,P1,81,510
376,12-06-1983,P1,61,352
377,13-06-1983,P1,52,198
378,14-06-1983,P1,70,50
379,15-06-1983,P1,88,0
380,16-06-1983,P1,60,0
381,17-06-1983,P1,91,0
382,18-06-1983,P1,84,0
383,19-06-1983,P1,55,0
384,20-06-1983,P1,98,0
385,21-06-1983,P1,84,0
386,22-06-1983,P1,82,0
387,23-06-1983,P1,81,0
388,24-06-1983,P1,86,0
389,25-06-1983,P1,94,0
390,26-06-1983,P1,56,0
391,27-06-1983,P1,93,0
392,28-06-1983,P1,84,0
393,29-06-1983,P1,73,0
394,30-06-1983,P1,84,5500
395,01-07-1983,P1,93,5416
396,02-07-1983,P1,64,5356
397,03-07-1983,P1,75,5244
398,04-07-1983,P1,72,5061
399,05-07-1983,P1,89,4973
400,06-07-1983,P1,74,4758
401,07-07-1983,P1,86,4703
402,08-07-1983,P1,79,4596
403,09-07-1983,P1,99,4550
404,10-07-1983,P1,54,4394
405,11-07-1983,P1,80,4271
406,12-07-1983,P1,83,4119
407,13-07-1983,P1,59,3981
408,14-07-1983,P1,85,3807
409,15-07-1983,P1,73,3646
410,16-07-1983,P1,97,3538
411,17-07-1983,P1,70,3447
412,18-07-1983,P1,55,3284
413,19-07-1983,P1,74,3103
414,20-07-1983,P1,65,2959
415,21-07-1983,P1,95,2825
416,22-07-1983,P1,59,2688
417,23-07-1983,P1,51,2616
418,24-07-1983,P1,54,2568
419,25-07-1983,P1,76,2496
420,26-07-1983,P1,52,2422
421,27-07-1983,P1,74,2353
422,28-07-1983,P1,79,2248
423,29-07-1983,P1,84,2108
424,30-07-1983,P1,77,2047
425,31-07-1983,P1,88,1902
426,01-08-1983,P1,95,1749
427,02-08-1983,P1,86,1559
428,03-08-1983,P1,74,1470
429,04-08-1983,P1,99,1387
430,05-08-1983,P1,93,1284
431,06-08-1983,P1,73,1182
432,07-08-1983,P1,91,1011
433,08-08-1983,P1,79,847
434,09-08-1983,P1,75,775
435,10-08-1983,P1,78,654
436,11-08-1983,P1,60,581
437,12-08-1983,P1,69,503
438,13-08-1983,P1,65,364
439,14-08-1983,P1,55,194
440,15-08-1983,P1,59,47
441,16-08-1983,P1,72,0
442,17-08-1983,P1,60,0
443,18-08-1983,P1,81,0
444,19-08-1983,P1,53,0
445,20-08-1983,P1,96,0
446,21-08-1983,P1,81,0
447,22-08-1983,P1,88,0
448,23-08-1983,P1,65,0
449,24-08-1983,P1,88,0
450,25-08-1983,P1,86,0
451,26-08-1983,P1,75,0
452,27-08-1983,P1,65,0
453,28-08-1983,P1,56,5500
454,29-08-1983,P1,89,5444
455,30-08-1983,P1,82,5360
456,31-08-1983,P1,62,5226
457,01-09-1983,P1,91,5074
458,02-09-1983,P1,94,4954
459,03-09-1983,P1,74,4753
460,04-09-1983,P1,95,4703
461,05-09-1983,P1,61,4587
462,06-09-1983,P1,62,4568
463,07-09-1983,P1,100,4431
464,08-09-1983,P1,86,4225
465,09-09-1983,P1,65,4113
466,10-09-1983,P1,82,3999
467,11-09-1983,P1,60,3784
468,12-09-1983,P1,90,3671
469,13-09-1983,P1,52,3521
470,14-09-1983,P1,67,3492
471,15-09-1983,P1,74,3287
472,16-09-1983,P1,75,3084
473,17-09-1983,P1,100,2958
474,18-09-1983,P1,56,2790
475,19-09-1983,P1,66,2727
476,20-09-1983,P1,60,2609
477,21-09-1983,P1,52,2559
478,22-09-1983,P1,75,2498
479,23-09-1983,P1,65,2423
480,24-09-1983,P1,73,2340
481,25-09-1983,P1,54,2249
482,26-09-1983,P1,99,2133
483,27-09-1983,P1,77,2032
484,28-09-1983,P1,79,1902
485,29-09-1983,P1,91,1758
486,30-09-1983,P1,50,1563
487,01-10-1983,P1,80,1506
488,02-10-1983,P1,93,1381
489,03-10-1983,P1,98,1290
490,04-10-1983,P1,76,1177
491,05-10-1983,P1,55,1008
492,06-10-1983,P1,50,883
493,07-10-1983,P1,99,804
494,08-10-1983,P1,65,630
495,09-10-1983,P1,65,594
496,10-10-1983,P1,94,498
497,11-10-1983,P1,76,339
498,12-10-1983,P1,89,183
499,13-10-1983,P1,70,13
500,14-10-1983,P1,67,0
501,15-10-1983,P1,68,0
502,16-10-1983,P1,69,0
503,17-10-1983,P1,61,0
504,18-10-1983,P1,90,0
505,19-10-1983,P1,98,0
506,20-10-1983,P1,57,0
507,21-10-1983,P1,67,0
508,22-10-1983,P1,65,5500
509,23-10-1983,P1,55,5435
510,24-10-1983,P1,71,5394
511,25-10-1983,P1,57,5237
512,26-10-1983,P1,55,5079
513,27-10-1983,P1,74,4990
514,28-10-1983,P1,60,4773
515,29-10-1983,P1,75,4717
516,30-10-1983,P1,63,4607
517,31-10-1983,P1,87,4566
518,01-11-1983,P1,88,4406
519,02-11-1983,P1,92,4237
520,03-11-1983,P1,95,4107
521,04-11-1983,P1,85,3969
522,05-11-1983,P1,54,3781
523,06-11-1983,P1,72,3677
524,07-11-1983,P1,85,3539
525,08-11-1983,P1,54,3459
526,09-11-1983,P1,71,3300
527,10-11-1983,P1,55,3087
528,11-11-1983,P1,77,2978
529,12-11-1983,P1,76,2813
530,13-11-1983,P1,86,2707
531,14-11-1983,P1,90,2589
532,15-11-1983,P1,90,2529
533,16-11-1983,P1,50,2460
534,17-11-1983,P1,53,2448
535,18-11-1983,P1,97,2352
536,19-11-1983,P1,50,2225
537,20-11-1983,P1,73,2137
538,21-11-1983,P1,85,2058
539,22-11-1983,P1,51,1894
540,23-11-1983,P1,99,1786
541,24-11-1983,P1,59,1555
542,25-11-1983,P1,59,1497
543,26-11-1983,P1,66,1402
544,27-11-1983,P1,72,1317
545,28-11-1983,P1,79,1203
546,29-11-1983,P1,69,1005
547,30-11-1983,P1,81,869
548,01-12-1983,P1,100,773
549,02-12-1983,P1,70,629
550,03-12-1983,P1,84,589
551,04-12-1983,P1,81,479
552,05-12-1983,P1,94,352
553,06-12-1983,P1,94,165
554,07-12-1983,P1,59,8
555,08-12-1983,P1,56,0
556,09-12-1983,P1,63,0
557,10-12-1983,P1,80,0
558,11-12-1983,P1,92,0
559,12-12-1983,P1,97,0
560,13-12-1983,P1,66,0
561,14-12-1983,P1,91,0
562,15-12-1983,P1,64,0
563,16-12-1983,P1,65,5500
564,17-12-1983,P1,58,5435
565,18-12-1983,P1,74,5391
566,19-12-1983,P1,79,5234
567,20-12-1983,P1,76,5057
568,21-12-1983,P1,50,4969
569,22-12-1983,P1,62,4797
570,23-12-1983,P1,84,4715
571,24-12-1983,P1,63,4598
572,25-12-1983,P1,54,4566
573,26-12-1983,P1,84,4439
574,27-12-1983,P1,97,4241
575,28-12-1983,P1,88,4102
576,29-12-1983,P1,62,3976
577,30-12-1983,P1,59,3804
578,31-12-1983,P1,85,3672
579,01-01-1984,P1,74,3526
580,02-01-1984,P1,65,3470
581,03-01-1984,P1,63,3289
582,04-01-1984,P1,88,3095
583,05-01-1984,P1,65,2945
584,06-01-1984,P1,68,2825
585,07-01-1984,P1,56,2715
586,08-01-1984,P1,54,2619
587,09-01-1984,P1,95,2565
588,10-01-1984,P1,100,2455
589,11-01-1984,P1,97,2398
590,12-01-1984,P1,86,2308
591,13-01-1984,P1,72,2236
592,14-01-1984,P1,94,2115
593,15-01-1984,P1,97,2037
594,16-01-1984,P1,73,1882
595,17-01-1984,P1,75,1764
596,18-01-1984,P1,96,1579
597,19-01-1984,P1,51,1460
598,20-01-1984,P1,89,1410
599,21-01-1984,P1,89,1294
600,22-01-1984,P1,86,1186
601,23-01-1984,P1,87,998
602,24-01-1984,P1,51,851
603,25-01-1984,P1,76,803
604,26-01-1984,P1,58,653
605,27-01-1984,P1,55,601
606,28-01-1984,P1,70,508
607,29-01-1984,P1,88,363
608,30-01-1984,P1,72,171
609,31-01-1984,P1,89,30
610,01-02-1984,P1,62,0
611,02-02-1984,P1,55,0
612,03-02-1984,P1,66,0
613,04-02-1984,P1,75,5500
614,05-02-1984,P1,63,5425
615,06-02-1984,P1,64,5386
616,07-02-1984,P1,66,5244
617,08-02-1984,P1,72,5070
618,09-02-1984,P1,67,4973
619,10-02-1984,P1,57,4780
620,11-02-1984,P1,57,4720
621,12-02-1984,P1,63,4625
622,13-02-1984,P1,57,4566
623,14-02-1984,P1,80,4436
624,15-02-1984,P1,70,4245
625,16-02-1984,P1,97,4129
626,17-02-1984,P1,92,3967
627,18-02-1984,P1,82,3774
628,19-02-1984,P1,62,3649
629,20-02-1984,P1,73,3549
630,21-02-1984,P1,66,3471
631,22-02-1984,P1,94,3288
632,23-02-1984,P1,81,3064
633,24-02-1984,P1,69,2952
634,25-02-1984,P1,72,2821
635,26-02-1984,P1,89,2711
636,27-02-1984,P1,84,2586
637,28-02-1984,P1,58,2535
638,29-02-1984,P1,83,2492
639,01-03-1984,P1,65,2415
640,02-03-1984,P1,71,2340
641,03-03-1984,P1,68,2251
642,04-03-1984,P1,54,2119
643,05-03-1984,P1,71,2077
644,06-03-1984,P1,52,1908
645,07-03-1984,P1,50,1785
646,08-03-1984,P1,91,1604
647,09-03-1984,P1,98,1465
648,10-03-1984,P1,57,1363
649,11-03-1984,P1,96,1326
650,12-03-1984,P1,51,1179
651,13-03-1984,P1,61,1033
652,14-03-1984,P1,53,877
653,15-03-1984,P1,89,801
654,16-03-1984,P1,83,640
655,17-03-1984,P1,89,576
656,18-03-1984,P1,83,474
657,19-03-1984,P1,96,350
658,20-03-1984,P1,68,163
659,21-03-1984,P1,83,34
660,22-03-1984,P1,58,0
661,23-03-1984,P1,75,0
662,24-03-1984,P1,69,0
663,25-03-1984,P1,86,0
664,26-03-1984,P1,80,5500
665,27-03-1984,P1,81,5420
666,28-03-1984,P1,74,5368
667,29-03-1984,P1,66,5234
668,30-03-1984,P1,88,5070
669,31-03-1984,P1,73,4957
670,01-04-1984,P1,90,4774
671,02-04-1984,P1,68,4687
672,03-04-1984,P1,53,4614
673,04-04-1984,P1,99,4576
674,05-04-1984,P1,89,4394
675,06-04-1984,P1,99,4236
676,07-04-1984,P1,96,4100
677,08-04-1984,P1,99,3968
678,09-04-1984,P1,100,3767
679,10-04-1984,P1,88,3631
680,11-04-1984,P1,57,3523
681,12-04-1984,P1,57,3487
682,13-04-1984,P1,74,3297
683,14-04-1984,P1,50,3084
684,15-04-1984,P1,88,2983
685,16-04-1984,P1,93,2802
686,17-04-1984,P1,86,2690
687,18-04-1984,P1,51,2589
688,19-04-1984,P1,51,2568
689,20-04-1984,P1,51,2499
690,21-04-1984,P1,94,2447
691,22-04-1984,P1,52,2311
692,23-04-1984,P1,79,2270
693,24-04-1984,P1,96,2108
694,25-04-1984,P1,52,2035
695,26-04-1984,P1,68,1927
696,27-04-1984,P1,58,1769
697,28-04-1984,P1,80,1596
698,29-04-1984,P1,75,1476
699,30-04-1984,P1,75,1386
700,01-05-1984,P1,91,1308
701,02-05-1984,P1,71,1184
702,03-05-1984,P1,57,1013
703,04-05-1984,P1,78,881
704,05-05-1984,P1,78,776
705,06-05-1984,P1,76,651
706,07-05-1984,P1,53,583
707,08-05-1984,P1,80,510
708,09-05-1984,P1,81,353
709,10-05-1984,P1,88,178
710,11-05-1984,P1,94,14
711,12-05-1984,P1,63,0
712,13-05-1984,P1,51,0
713,14-05-1984,P1,54,0
714,15-05-1984,P1,96,0
715,16-05-1984,P1,82,0
716,17-05-1984,P1,86,0
717,18-05-1984,P1,52,0
718,19-05-1984,P1,99,0
719,20-05-1984,P1,65,0
720,21-05-1984,P1,97,0
721,22-05-1984,P1,70,0
722,23-05-1984,P1,92,0
723,24-05-1984,P1,70,0
724,25-05-1984,P1,62,0
725,26-05-1984,P1,85,0
726,27-05-1984,P1,87,5500
727,28-05-1984,P1,66,5413
728,29-05-1984,P1,74,5383
729,30-05-1984,P1,55,5234
730,31-05-1984,P1,60,5081
731,01-06-1984,P1,88,4985
732,02-06-1984,P1,54,4759
733,03-06-1984,P1,82,4723
734,04-06-1984,P1,53,4600
735,05-06-1984,P1,56,4576
736,06-06-1984,P1,64,4437
737,07-06-1984,P1,78,4261
738,08-06-1984,P1,57,4121
739,09-06-1984,P1,60,4007
740,10-06-1984,P1,52,3806
741,11-06-1984,P1,97,3679
742,12-06-1984,P1,75,3514
743,13-06-1984,P1,89,3469
744,14-06-1984,P1,68,3265
745,15-06-1984,P1,50,3090
746,16-06-1984,P1,72,2983
747,17-06-1984,P1,50,2818
748,18-06-1984,P1,58,2733
749,19-06-1984,P1,83,2617
750,20-06-1984,P1,98,2536
751,21-06-1984,P1,72,2452
752,22-06-1984,P1,82,2426
753,23-06-1984,P1,89,2323
754,24-06-1984,P1,79,2233
755,25-06-1984,P1,54,2108
756,26-06-1984,P1,54,2077
757,27-06-1984,P1,84,1925
758,28-06-1984,P1,79,1753
759,29-06-1984,P1,92,1575
760,30-06-1984,P1,93,1464
761,01-07-1984,P1,97,1368
762,02-07-1984,P1,51,1286
763,03-07-1984,P1,98,1224
764,04-07-1984,P1,81,986
765,05-07-1984,P1,93,857
766,06-07-1984,P1,77,761
767,07-07-1984,P1,60,652
768,08-07-1984,P1,97,599
769,09-07-1984,P1,70,466
770,10-07-1984,P1,75,363
771,11-07-1984,P1,58,184
772,12-07-1984,P1,55,44
773,13-07-1984,P1,63,0
774,14-07-1984,P1,92,0
775,15-07-1984,P1,59,0
776,16-07-1984,P1,78,0
777,17-07-1984,P1,58,0
778,18-07-1984,P1,71,0
779,19-07-1984,P1,88,0
780,20-07-1984,P1,71,0
781,21-07-1984,P1,74,0
782,22-07-1984,P1,90,0
783,23-07-1984,P1,53,0
784,24-07-1984,P1,60,0
785,25-07-1984,P1,92,5500
786,26-07-1984,P1,77,5408
787,27-07-1984,P1,71,5372
788,28-07-1984,P1,74,5237
789,29-07-1984,P1,68,5062
790,30-07-1984,P1,90,4977
791,31-07-1984,P1,88,4757
792,01-08-1984,P1,74,4689
793,02-08-1984,P1,70,4608
794,03-08-1984,P1,64,4559
795,04-08-1984,P1,90,4429
796,05-08-1984,P1,52,4235
797,06-08-1984,P1,60,4147
798,07-08-1984,P1,67,4004
799,08-08-1984,P1,80,3799
800,09-08-1984,P1,72,3651
801,10-08-1984,P1,65,3539
802,11-08-1984,P1,69,3479
803,12-08-1984,P1,95,3285
804,13-08-1984,P1,76,3063
805,14-08-1984,P1,67,2957
806,15-08-1984,P1,79,2823
807,16-08-1984,P1,58,2704
808,17-08-1984,P1,95,2617
809,18-08-1984,P1,86,2524
810,19-08-1984,P1,67,2464
811,20-08-1984,P1,86,2431
812,21-08-1984,P1,59,2319
813,22-08-1984,P1,55,2263
814,23-08-1984,P1,60,2132
815,24-08-1984,P1,80,2071
816,25-08-1984,P1,91,1899
817,26-08-1984,P1,59,1746
818,27-08-1984,P1,91,1595
819,28-08-1984,P1,64,1465
820,29-08-1984,P1,50,1397
821,30-08-1984,P1,55,1333
822,31-08-1984,P1,90,1220
823,01-09-1984,P1,92,994
824,02-09-1984,P1,51,846
825,03-09-1984,P1,65,803
826,04-09-1984,P1,57,664
827,05-09-1984,P1,71,602
828,06-09-1984,P1,57,492
829,07-09-1984,P1,91,376
830,08-09-1984,P1,78,168
831,09-09-1984,P1,69,24
832,10-09-1984,P1,78,0
833,11-09-1984,P1,61,0
834,12-09-1984,P1,96,0
835,13-09-1984,P1,57,0
